name,v_nom,x,y,v_mag_pu_set,control,generator,sub_network,psse_name,station,psse_type,area,zone,jurisdiction,v_ang_psse
86220,275.0,,,1.05071,PQ,,0,BALLYCRO,BALLYCRO,1.0,13.0,13.0,NI,-3.1795
86221,275.0,,,1.0,Slack,86221 import,1,SCOTLAND,SCOTLAND,3.0,13.0,13.0,NI,0.0
86280,110.0,,,1.05071,PQ,,0,MOYL_DUM,MOYL,1.0,13.0,13.0,NI,-3.1795
86311,110.0,,,1.08117,PQ,,0,NARD1A,NARD1,1.0,13.0,13.0,NI,-4.8713
86312,110.0,,,1.0812,PQ,,0,NARD1B,NARD1,1.0,13.0,13.0,NI,-4.8891
86511,110.0,,,1.05519,PQ,,0,NEWY1A,NEWY1,1.0,13.0,13.0,NI,-4.8629
86512,110.0,,,1.05518,PQ,,0,NEWY1B,NEWY1,1.0,13.0,13.0,NI,-4.864
87510,110.0,,,1.06507,PQ,,0,OMAH1-,OMAH1,1.0,14.0,14.0,NI,-3.6797
87900,110.0,,,1.06011,PQ,,0,RASHARK1,RASHARK1,1.0,14.0,14.0,NI,-2.8489
88011,110.0,,,1.07864,PQ,,0,RATH1A,RATH1,1.0,13.0,13.0,NI,-4.9512
88012,110.0,,,1.07849,PQ,,0,RATH1B,RATH1,1.0,13.0,13.0,NI,-4.9608
88511,110.0,,,1.0808,PQ,,0,ROSE1A,ROSE1,1.0,13.0,13.0,NI,-4.7331
88512,110.0,,,1.0808,PQ,,0,ROSE1B,ROSE1,1.0,13.0,13.0,NI,-4.7332
89210,110.0,,,1.0791,PQ,,0,SKRK1-,SKRK1,1.0,14.0,14.0,NI,-1.4339
89311,110.0,,,1.06903,PQ,,0,SPRN1A,SPRN1,1.0,14.0,14.0,NI,-0.9538
89312,110.0,,,1.06905,PQ,,0,SPRN1B,SPRN1,1.0,14.0,14.0,NI,-0.9544
89510,110.0,,,1.07234,PQ,,0,STRABANE,STRABANE,1.0,14.0,14.0,NI,-1.6224
89515,110.0,,,1.07246,PQ,,0,STRA_PST,STRA,1.0,14.0,14.0,NI,-13.1582
89516,110.0,,,1.07165,PQ,,0,STRA_PST,STRA,1.0,14.0,14.0,NI,-12.7818
89517,110.0,,,1.07246,PQ,,0,STRABANE ZER,STRABANE ZER,1.0,14.0,14.0,NI,-13.1582
90011,110.0,,,1.05942,PQ,,0,TAND1A,TAND1,1.0,13.0,13.0,NI,-4.4385
90012,110.0,,,1.05942,PQ,,0,TAND1B,TAND1,1.0,13.0,13.0,NI,-4.4385
90020,275.0,,,1.03894,PQ,,0,TANDRAGEE,TANDRAGEE,1.0,13.0,13.0,NI,-3.6924
90210,110.0,,,1.06342,PQ,,0,TREM,TREM,1.0,14.0,14.0,NI,-3.8503
90310,110.0,,,1.05716,PQ,,0,TAMNAMOR,TAMNAMOR,1.0,13.0,13.0,NI,-3.9666
90320,275.0,,,1.04212,PQ,,0,TAMNAMOR,TAMNAMOR,1.0,13.0,13.0,NI,-3.3568
90511,110.0,,,1.05774,PQ,,0,WARN1A,WARN1,1.0,13.0,13.0,NI,-4.6368
90512,110.0,,,1.05774,PQ,,0,WARN1B,WARN1,1.0,13.0,13.0,NI,-4.6363
star:1072-1041-10421-2,220.0,0.0,0.0,1.01031,PQ,,0,star of 1072-1041-10421-2,STAR,1.0,,,--,14.9557
star:1122-1121-11221-1,220.0,0.0,0.0,1.0191,PQ,,0,star of 1122-1121-11221-1,STAR,1.0,,,--,-0.9027
star:1122-1121-11222-2,220.0,0.0,0.0,1.02032,PQ,,0,star of 1122-1121-11222-2,STAR,1.0,,,--,-0.8701
star:1212-1211-12121-1,220.0,0.0,0.0,1.06503,PQ,,0,star of 1212-1211-12121-1,STAR,1.0,,,--,10.7269
star:1212-12111-12122-2,220.0,0.0,0.0,1.06503,PQ,,0,star of 1212-12111-12122-2,STAR,1.0,,,--,10.7269
star:1472-1471-14721-1,220.0,0.0,0.0,1.00581,PQ,,0,star of 1472-1471-14721-1,STAR,1.0,,,--,-8.3779
star:1602-1601-16022-1,220.0,0.0,0.0,1.03139,PQ,,0,star of 1602-1601-16022-1,STAR,1.0,,,--,11.2715
star:1602-16011-16021-1,220.0,0.0,0.0,1.03139,PQ,,0,star of 1602-16011-16021-1,STAR,1.0,,,--,11.2715
star:1642-1641-16421-1,220.0,0.0,0.0,1.0552,PQ,,0,star of 1642-1641-16421-1,STAR,1.0,,,--,2.1617
star:1642-1641-16422-2,220.0,0.0,0.0,1.0552,PQ,,0,star of 1642-1641-16422-2,STAR,1.0,,,--,2.1617
star:1642-16411-16424-4,220.0,0.0,0.0,1.05727,PQ,,0,star of 1642-16411-16424-4,STAR,1.0,,,--,1.9943
star:1742-1741-17421-1,220.0,0.0,0.0,1.01354,PQ,,0,star of 1742-1741-17421-1,STAR,1.0,,,--,-4.0602
star:1742-1741-17422-2,220.0,0.0,0.0,1.01354,PQ,,0,star of 1742-1741-17422-2,STAR,1.0,,,--,-4.0602
star:1742-17411-17423-3,220.0,0.0,0.0,1.0098,PQ,,0,star of 1742-17411-17423-3,STAR,1.0,,,--,-4.0398
star:1742-17411-17424-4,220.0,0.0,0.0,1.00983,PQ,,0,star of 1742-17411-17424-4,STAR,1.0,,,--,-4.0363
star:2002-2001-20021-1,220.0,0.0,0.0,1.00853,PQ,,0,star of 2002-2001-20021-1,STAR,1.0,,,--,7.1296
star:2042-2041-20421-1,220.0,0.0,0.0,1.01587,PQ,,0,star of 2042-2041-20421-1,STAR,1.0,,,--,-6.8896
star:2042-20416-20424-4,220.0,0.0,0.0,1.01566,PQ,,0,star of 2042-20416-20424-4,STAR,1.0,,,--,-4.5497
star:2052-2041-20422-2,220.0,0.0,0.0,1.01592,PQ,,0,star of 2052-2041-20422-2,STAR,1.0,,,--,-6.8847
star:2204-2202-22021-1,380.0,0.0,0.0,1.00836,PQ,,0,star of 2204-2202-22021-1,STAR,1.0,,,--,-0.3624
star:2204-2202-22022-2,380.0,0.0,0.0,1.00784,PQ,,0,star of 2204-2202-22022-2,STAR,1.0,,,--,-0.1915
star:2522-2521-25221-1,220.0,0.0,0.0,1.05371,PQ,,0,star of 2522-2521-25221-1,STAR,1.0,,,--,-4.0129
star:2522-2521-25222-2,220.0,0.0,0.0,1.05378,PQ,,0,star of 2522-2521-25222-2,STAR,1.0,,,--,-4.0196
star:2562-2561-25621-1,220.0,0.0,0.0,1.02453,PQ,,0,star of 2562-2561-25621-1,STAR,1.0,,,--,-5.7626
star:2562-2571-25622-2,220.0,0.0,0.0,1.02965,PQ,,0,star of 2562-2571-25622-2,STAR,1.0,,,--,-6.5669
star:2563-2561-25624-4,220.0,0.0,0.0,1.02452,PQ,,0,star of 2563-2561-25624-4,STAR,1.0,,,--,-5.7577
star:2563-2571-25625-5,220.0,0.0,0.0,1.02966,PQ,,0,star of 2563-2571-25625-5,STAR,1.0,,,--,-6.561
star:2742-2741-27421-1,220.0,0.0,0.0,1.00989,PQ,,0,star of 2742-2741-27421-1,STAR,1.0,,,--,5.961
star:2742-2741-27422-2,220.0,0.0,0.0,1.00984,PQ,,0,star of 2742-2741-27422-2,STAR,1.0,,,--,5.9782
star:2842-2841-28421-1,220.0,0.0,0.0,1.03089,PQ,,0,star of 2842-2841-28421-1,STAR,1.0,,,--,-6.3758
star:3082-3081-30822-2,220.0,0.0,0.0,1.02264,PQ,,0,star of 3082-3081-30822-2,STAR,1.0,,,--,-5.7102
star:3082-3091-30824-4,220.0,0.0,0.0,1.02124,PQ,,0,star of 3082-3091-30824-4,STAR,1.0,,,--,-6.3369
star:3192-3191-31922-1,220.0,0.0,0.0,1.04504,PQ,,0,star of 3192-3191-31922-1,STAR,1.0,,,--,7.9291
star:3192-31911-31927-2,220.0,0.0,0.0,1.04504,PQ,,0,star of 3192-31911-31927-2,STAR,1.0,,,--,7.9291
star:3202-3201-32021-1,220.0,0.0,0.0,1.01116,PQ,,0,star of 3202-3201-32021-1,STAR,1.0,,,--,13.2539
star:3203-3209-32022-2,220.0,0.0,0.0,1.01116,PQ,,0,star of 3203-3209-32022-2,STAR,1.0,,,--,13.2503
star:3282-3281-32821-1,220.0,0.0,0.0,1.0297,PQ,,0,star of 3282-3281-32821-1,STAR,1.0,,,--,5.1071
star:3282-3281-32822-2,220.0,0.0,0.0,1.02967,PQ,,0,star of 3282-3281-32822-2,STAR,1.0,,,--,5.107
star:3282-3281-32823-3,220.0,0.0,0.0,1.02624,PQ,,0,star of 3282-3281-32823-3,STAR,1.0,,,--,5.3775
star:3282-32810-32824-4,220.0,0.0,0.0,1.03077,PQ,,0,star of 3282-32810-32824-4,STAR,1.0,,,--,5.1876
star:3332-3331-33321-1,220.0,0.0,0.0,1.06927,PQ,,0,star of 3332-3331-33321-1,STAR,1.0,,,--,9.8971
star:3332-3331-33323-3,220.0,0.0,0.0,1.06927,PQ,,0,star of 3332-3331-33323-3,STAR,1.0,,,--,9.8971
star:3342-3341-33421-1,220.0,0.0,0.0,1.03727,PQ,,0,star of 3342-3341-33421-1,STAR,1.0,,,--,0.5688
star:3342-3341-33422-2,220.0,0.0,0.0,1.03728,PQ,,0,star of 3342-3341-33422-2,STAR,1.0,,,--,0.5688
star:3462-3461-34621-1,220.0,0.0,0.0,1.0368,PQ,,0,star of 3462-3461-34621-1,STAR,1.0,,,--,6.5317
star:3462-3461-34622-2,220.0,0.0,0.0,1.0368,PQ,,0,star of 3462-3461-34622-2,STAR,1.0,,,--,6.5317
star:3472-3471-34721-1,220.0,0.0,0.0,1.01086,PQ,,0,star of 3472-3471-34721-1,STAR,1.0,,,--,-6.4233
star:3472-3471-34722-2,220.0,0.0,0.0,1.01086,PQ,,0,star of 3472-3471-34722-2,STAR,1.0,,,--,-6.4233
star:3472-3471-34723-3,220.0,0.0,0.0,1.01086,PQ,,0,star of 3472-3471-34723-3,STAR,1.0,,,--,-6.4233
star:3472-3471-34724-4,220.0,0.0,0.0,1.01086,PQ,,0,star of 3472-3471-34724-4,STAR,1.0,,,--,-6.4233
star:3522-3521-35221-1,220.0,0.0,0.0,1.0574,PQ,,0,star of 3522-3521-35221-1,STAR,1.0,,,--,-5.8752
star:3522-3521-35223-3,220.0,0.0,0.0,1.05741,PQ,,0,star of 3522-3521-35223-3,STAR,1.0,,,--,-5.8743
star:3522-35211-35222-2,220.0,0.0,0.0,1.05071,PQ,,0,star of 3522-35211-35222-2,STAR,1.0,,,--,-5.5145
star:3522-35211-35224-4,220.0,0.0,0.0,1.04597,PQ,,0,star of 3522-35211-35224-4,STAR,1.0,,,--,-5.3667
star:3522-35231-35236-1,220.0,0.0,0.0,1.03468,PQ,,0,star of 3522-35231-35236-1,STAR,1.0,,,--,-4.1621
star:3522-35231-35238-3,220.0,0.0,0.0,1.03469,PQ,,0,star of 3522-35231-35238-3,STAR,1.0,,,--,-4.161
star:3522-35232-35237-2,220.0,0.0,0.0,1.03355,PQ,,0,star of 3522-35232-35237-2,STAR,1.0,,,--,-4.2735
star:3642-3641-36421-1,220.0,0.0,0.0,1.01619,PQ,,0,star of 3642-3641-36421-1,STAR,1.0,,,--,2.6762
star:3842-3851-38423-3,220.0,0.0,0.0,1.01864,PQ,,0,star of 3842-3851-38423-3,STAR,1.0,,,--,-6.0037
star:3842-3851-38424-4,220.0,0.0,0.0,1.02145,PQ,,0,star of 3842-3851-38424-4,STAR,1.0,,,--,-5.7825
star:3852-3841-38421-1,220.0,0.0,0.0,1.02522,PQ,,0,star of 3852-3841-38421-1,STAR,1.0,,,--,-4.7694
star:3852-3841-38422-2,220.0,0.0,0.0,1.02469,PQ,,0,star of 3852-3841-38422-2,STAR,1.0,,,--,-4.632
star:3934-3942-39402-1,380.0,0.0,0.0,1.01956,PQ,,0,star of 3934-3942-39402-1,STAR,1.0,,,--,8.1677
star:3940-3941-39423-1,220.0,0.0,0.0,1.04067,PQ,,0,star of 3940-3941-39423-1,STAR,1.0,,,--,6.5497
star:3954-3942-39421-2,380.0,0.0,0.0,1.03133,PQ,,0,star of 3954-3942-39421-2,STAR,1.0,,,--,8.0319
star:4384-4382-43821-1,380.0,0.0,0.0,1.01032,PQ,,0,star of 4384-4382-43821-1,STAR,1.0,,,--,5.1897
star:4472-4461-44623-3,220.0,0.0,0.0,1.03037,PQ,,0,star of 4472-4461-44623-3,STAR,1.0,,,--,-5.8022
star:4472-4471-44624-4,220.0,0.0,0.0,1.03047,PQ,,0,star of 4472-4471-44624-4,STAR,1.0,,,--,-5.8144
star:4722-4721-47221-1,220.0,0.0,0.0,1.01131,PQ,,0,star of 4722-4721-47221-1,STAR,1.0,,,--,14.6662
star:4722-47210-47222-2,220.0,0.0,0.0,1.0128,PQ,,0,star of 4722-47210-47222-2,STAR,1.0,,,--,14.7406
star:4942-4941-49422-2,220.0,0.0,0.0,1.03289,PQ,,0,star of 4942-4941-49422-2,STAR,1.0,,,--,-0.1558
star:4943-4941-49421-1,220.0,0.0,0.0,1.03281,PQ,,0,star of 4943-4941-49421-1,STAR,1.0,,,--,-0.1581
star:5042-5041-50421-1,220.0,0.0,0.0,1.05834,PQ,,0,star of 5042-5041-50421-1,STAR,1.0,,,--,-4.4235
star:5142-51410-51422-2,220.0,0.0,0.0,1.03621,PQ,,0,star of 5142-51410-51422-2,STAR,1.0,,,--,7.5629
star:5464-5462-54621-1,380.0,0.0,0.0,1.02154,PQ,,0,star of 5464-5462-54621-1,STAR,1.0,,,--,-2.7821
star:5464-5462-54624-4,380.0,0.0,0.0,1.02154,PQ,,0,star of 5464-5462-54624-4,STAR,1.0,,,--,-2.7821
star:5464-54622-54623-2,380.0,0.0,0.0,1.03644,PQ,,0,star of 5464-54622-54623-2,STAR,1.0,,,--,-2.7048
star:30820-3081-30821-1,220.0,0.0,0.0,1.02264,PQ,,0,star of 30820-3081-30821-1,STAR,1.0,,,--,-5.7102
star:30820-3091-30826-3,220.0,0.0,0.0,1.02124,PQ,,0,star of 30820-3091-30826-3,STAR,1.0,,,--,-6.3369
star:70510-70520-70561-1,110.0,0.0,0.0,1.05537,PQ,,0,star of 70510-70520-70561-1,STAR,1.0,,,--,-2.6682
star:70510-70520-70562-1,110.0,0.0,0.0,1.05541,PQ,,0,star of 70510-70520-70562-1,STAR,1.0,,,--,-2.6637
star:74511-74520-74561-1,110.0,0.0,0.0,1.04403,PQ,,0,star of 74511-74520-74561-1,STAR,1.0,,,--,-4.8341
star:74511-74520-74562-1,110.0,0.0,0.0,1.04838,PQ,,0,star of 74511-74520-74562-1,STAR,1.0,,,--,-4.8173
star:74512-74520-74563-1,110.0,0.0,0.0,1.04629,PQ,,0,star of 74512-74520-74563-1,STAR,1.0,,,--,-4.8156
star:75510-75520-75561-1,110.0,0.0,0.0,1.03381,PQ,,0,star of 75510-75520-75561-1,STAR,1.0,,,--,-0.7826
star:75511-75520-75562-1,110.0,0.0,0.0,1.03437,PQ,,0,star of 75511-75520-75562-1,STAR,1.0,,,--,-0.8153
star:81010-81020-81061-1,110.0,0.0,0.0,1.0485,PQ,,0,star of 81010-81020-81061-1,STAR,1.0,,,--,-4.4299
star:81010-81020-81062-1,110.0,0.0,0.0,1.04909,PQ,,0,star of 81010-81020-81062-1,STAR,1.0,,,--,-4.4449
star:81011-81020-81063-1,110.0,0.0,0.0,1.04662,PQ,,0,star of 81011-81020-81063-1,STAR,1.0,,,--,-4.4791
star:81510-81520-81561-1,110.0,0.0,0.0,1.03181,PQ,,0,star of 81510-81520-81561-1,STAR,1.0,,,--,-3.4528
star:81510-81520-81562-1,110.0,0.0,0.0,1.03209,PQ,,0,star of 81510-81520-81562-1,STAR,1.0,,,--,-3.4604
star:90011-90020-90061-1,110.0,0.0,0.0,1.00809,PQ,,0,star of 90011-90020-90061-1,STAR,1.0,,,--,-4.5186
star:90011-90020-90062-1,110.0,0.0,0.0,1.00809,PQ,,0,star of 90011-90020-90062-1,STAR,1.0,,,--,-4.5186
star:90012-90020-90063-1,110.0,0.0,0.0,1.00806,PQ,,0,star of 90012-90020-90063-1,STAR,1.0,,,--,-4.5768
star:90310-90320-90361-1,110.0,0.0,0.0,1.04164,PQ,,0,star of 90310-90320-90361-1,STAR,1.0,,,--,-4.0605
star:90310-90320-90362-1,110.0,0.0,0.0,1.03901,PQ,,0,star of 90310-90320-90362-1,STAR,1.0,,,--,-4.0383
GB_EWIC,260.0,0.0,0.0,1.0,Slack,GB_EWIC import,2,EWIC far terminal,EWIC,3.0,,,XX,
GB_GREENLINK,150.0,0.0,0.0,1.0,Slack,GB_GREENLINK import,3,Greenlink far terminal,GREENLINK,3.0,,,XX,
